,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mood
553,Big Thief,Dragon New Warm Mountain I Believe In You,Simulation Swarm,2FwDApgXk91kXvqy2oB7dz,0.703,0.578,1,-9.103,1,0.0728,0.0024,0.102,0.67,105.204,252734,4,Sad
554,girl in red,two queens in a king sized bed,two queens in a king sized bed,2dP8R44P2Lo3hdyevbYFfy,0.361,0.218,9,-14.989,1,0.0338,0.000577,0.0748,0.167,114.476,190944,4,Sad
555,Alex G,Trick,Sarah,0Xmz2shisTG8peoqnFj5tu,0.65,0.686,4,-5.198,0,0.0314,0.000188,0.138,0.497,124.023,176147,4,Sad
556,Fiona Apple,When The Pawn...,Paper Bag,0IVkP59yJ9GFF6B7IrvrxA,0.709,0.446,0,-9.904,1,0.037,2.39e-05,0.11,0.843,140.993,219267,3,Sad
557,Beach House,Bloom,Myth,2NfxtzCIrpCmJX5Z2KMdD5,0.445,0.708,3,-6.268,1,0.0293,0.0908,0.171,0.414,141.965,258653,4,Sad
558,Michele Leigh,Sunflower,Sunflower,1camd9eP6HEbhNjXww8FKN,0.683,0.273,7,-11.458,1,0.0285,3.79e-05,0.244,0.719,90.059,165255,4,Sad
559,Dreamgirl,Illuminaughty,Teenage Blue,6oWXWkwHKREYlBNuBCitFP,0.178,0.457,11,-7.48,1,0.0312,0.0244,0.133,0.128,180.343,234969,3,Sad
560,Haley Heynderickx,I Need to Start a Garden,The Bug Collector,5nVE45ithgyVocZp5XLAk6,0.538,0.419,10,-9.705,1,0.0353,0.329,0.0967,0.529,99.622,228460,4,Sad
561,Cat Power,The Covers Record,Sea of Love,33kKcOJoyNduHwXhEnga8X,0.585,0.0859,6,-11.478,0,0.0484,0,0.16,0.12,78.54,139467,4,Sad
562,Maya Hawke,Thérèse,Thérèse,1LklAGxyeK07JYRzw3Vzx9,0.623,0.354,9,-11.988,0,0.0394,0.0052,0.0998,0.358,104.32,207389,3,Sad
563,Mazzy Star,Among My Swan,Look On Down From The Bridge,010ALbbh5KlQ4fKWgSdhRd,0.37,0.0772,0,-19.322,1,0.0414,0.69,0.112,0.0954,119.942,287893,4,Sad
564,Chappell Roan,Casual,Casual,1UTGAopFU1g7qoxTE8sE3D,0.508,0.411,1,-6.95,1,0.0269,0,0.0571,0.34,131.008,232796,4,Sad
565,Black Box Recorder,England Made Me,Child Psychology,7Bj4wIqRzM6vx278EFYoBh,0.354,0.394,2,-11.567,1,0.0534,0.0432,0.131,0.17,160.555,248267,3,Sad
566,King Princess,Talia,Talia,53jbdPQBaH6WaQvW0zmGBs,0.401,0.507,2,-7.001,1,0.089,0,0.164,0.236,180.159,207720,4,Sad
567,Elliott Smith,Either/Or,Between the Bars,3mtIUX9LrCpIUiAAv9SD4a,0.519,0.0774,7,-23.593,0,0.0629,0.886,0.107,0.353,135.245,141200,3,Sad
568,dacelynn,80's makeout session,80's makeout session,6RObO033GGC7mReVoRQJPU,0.758,0.397,0,-11.169,1,0.0745,0,0.272,0.289,96.0,102468,4,Sad
569,Adrianne Lenker,songs,anything,4PwWESSlTwzvw9B7bmtTLS,0.388,0.291,3,-12.952,1,0.0421,1.93e-05,0.0874,0.51,83.943,202047,4,Sad
570,Frankie Cosmos,Next Thing,Sappho,5DIGt883aHs3KqWSziy4gR,0.644,0.401,7,-6.782,1,0.0403,0,0.132,0.459,95.354,112879,4,Sad
571,The Japanese House,Good At Falling,i saw you in a dream,0ltmioOsLQsL0OFgcPbdVi,0.26,0.261,4,-9.651,1,0.0358,0,0.249,0.226,138.2,200304,3,Sad
572,Babygirl,Lovers Fevers,I Wish I Never Met You,12l2XM75QCGVCXM37Ktxzs,0.82,0.494,1,-9.151,1,0.0309,0.0358,0.154,0.909,109.956,211744,4,Sad
573,Orla Gartland,Why Am I Like This?,Why Am I Like This?,1VaB7rOe1mK60C2M9dUl2Y,0.63,0.423,2,-7.705,1,0.0318,2.24e-06,0.219,0.319,90.019,212713,4,Sad
574,Haley Heynderickx,I Need to Start a Garden,No Face,0uLlFekr8nKMj960xHKPYx,0.463,0.18,5,-11.576,0,0.0319,9.9e-05,0.0988,0.236,87.334,116484,5,Sad
575,David Guetta,I'm Good (Blue),I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,7,-3.673,0,0.0343,7.07e-06,0.371,0.304,128.04,175238,4,Happy
576,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0,-5.927,1,0.0475,0.000745,0.0546,0.825,139.994,148486,4,Happy
577,Meghan Trainor,Takin' It Back,Made You Look,0QHEIqNKsMoOY5urbzN48u,0.838,0.525,10,-3.562,1,0.0665,1.92e-06,0.0771,0.884,144.981,134256,4,Happy
578,The Weeknd,After Hours,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1,-5.934,1,0.0598,9.54e-05,0.0897,0.334,171.005,200040,4,Happy
579,Harry Styles,Fine Line,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0,-4.209,1,0.0465,0.0,0.335,0.557,95.39,174000,4,Happy
580,Ed Sheeran,=,Shivers,50nfwKoDiSYg8zOCREWAm5,0.788,0.859,2,-2.724,1,0.0856,0.0,0.0424,0.822,141.02,207853,4,Happy
581,Lizzo,About Damn Time,About Damn Time,1PckUlxKqWQs3RlWXVBLw3,0.836,0.743,10,-6.305,0,0.0656,0.0,0.335,0.722,108.966,191822,4,Happy
582,Elton John,Hold Me Closer,Hold Me Closer,72yP0DUlWPyH8P7IoxskwN,0.667,0.75,0,-4.602,1,0.0906,0.000198,0.197,0.486,126.041,202246,4,Happy
583,Lil Nas X,MONTERO,THATS WHAT I WANT,0e8nrvls4Qqv5Rfa2UhqmO,0.737,0.846,1,-4.51,0,0.22,0.0,0.0486,0.546,87.981,143901,4,Happy
584,Farruko,Pepas,Pepas,5fwSHlTEWpluwOM0Sxnh5k,0.762,0.766,7,-3.955,1,0.0343,6.98e-05,0.128,0.442,130.001,287120,4,Happy
585,Marshmello,Numb,Numb,10xV5l9nhLvFpR8mqzs0bL,0.912,0.774,0,-4.673,0,0.0455,0.0127,0.101,0.632,119.966,155589,4,Happy
586,Justin Bieber,Justice,Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0,-6.181,1,0.119,0.0,0.42,0.464,90.03,198082,4,Happy
587,BTS,BE,Dynamite,5QDLhrAOJJdNAmCTJ8xMyW,0.746,0.765,6,-4.41,0,0.0993,0.0,0.0936,0.737,114.044,199054,4,Happy
588,Harry Styles,Harry's House,Music For a Sushi Restaurant,5LYMamLv12UPbemOaTPyeV,0.72,0.715,11,-4.652,1,0.04,0.0568,0.107,0.357,107.041,193813,4,Happy
589,Camila Cabello,Bam Bam (feat. Ed Sheeran),Bam Bam (feat. Ed Sheeran),0QBzMgT7NIeoCYy3sJCof1,0.756,0.697,8,-6.377,1,0.0401,0.0,0.333,0.956,94.996,206071,4,Happy
590,Coldplay,My Universe,My Universe,3FeVmId7tL5YN8B7R3imoM,0.588,0.701,9,-6.39,1,0.0402,0.0,0.2,0.443,104.988,228000,4,Happy
591,Mark Ronson,Uptown Special,Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,8.15e-05,0.0344,0.928,114.988,269667,4,Happy
592,Lil Nas X,MONTERO,MONTERO (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,0.593,0.503,8,-6.725,0,0.22,0.0,0.405,0.71,178.781,137704,4,Happy
593,David Guetta,Crazy What Love Can Do,Crazy What Love Can Do,1WCEAGGRD066z2Q89ObXTq,0.601,0.713,4,-3.758,0,0.0449,0.0,0.158,0.464,122.872,169756,4,Happy
594,Anne-Marie,Speak Your Mind (Deluxe),2002,2BgEsaKNfHUdlh97KmvFyo,0.697,0.683,1,-2.881,0,0.117,0.0,0.137,0.603,96.133,186987,4,Happy
595,Lizzo,Special,2 Be Loved (Am I Ready),2rmwqU7yzTvzkiaRV53DpT,0.721,0.769,7,-4.111,1,0.105,0.0,0.0817,0.915,155.932,187108,4,Happy
596,OneRepublic,Sunshine,Sunshine,5r43qanLhUCdBj8HN3fa6B,0.697,0.875,5,-4.621,1,0.034,0.0,0.28,0.774,140.069,163855,4,Happy
597,Tiësto,Hot In It,Hot In It,3Z7CaxQkqbIs1rewKi6v4W,0.748,0.841,7,-5.08,1,0.177,1.33e-06,0.0413,0.717,123.045,129817,4,Happy
598,Riton,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,4cG7HUWYHBV6R6tHn1gxrl,0.824,0.862,2,-3.424,1,0.126,0.000132,0.303,0.801,122.98,169153,4,Happy
599,Ava Max,Heaven & Hell,Kings & Queens,7a53HqqArd4b9NF4XAmlbI,0.637,0.69,1,-4.057,0,0.0405,0.0,0.124,0.457,129.857,162399,4,Happy
600,Yung Gravy,Betty (Get Money),Betty (Get Money),4cacyP5c3PMlfnyjpg13xW,0.723,0.772,1,-6.784,1,0.0792,1.15e-05,0.367,0.58,102.004,146471,4,Happy
601,BTS,Proof,Butter,6jjYDGxVJsWS0a5wlVF5vS,0.759,0.459,8,-5.187,1,0.0948,0.0,0.0788,0.695,109.997,164952,4,Happy
602,Jax Jones,Where Did You Go (feat. MNEK),Where Did You Go? (feat. MNEK),3sa06xVNmLLYIxdNNmVQN8,0.763,0.782,7,-4.541,0,0.0346,7.08e-06,0.293,0.502,127.034,177689,4,Happy
603,Doja Cat,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),748mdHapucXQri7IAO8yFK,0.762,0.701,8,-3.541,1,0.0286,0.000158,0.123,0.742,110.968,208867,4,Happy
604,NEIKED,Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),6f5ExP43esnvdKPddwKXJH,0.717,0.671,0,-5.077,0,0.0337,2.54e-06,0.0921,0.699,110.054,160657,4,Happy
605,Jonas Brothers,Happiness Begins,Sucker,22vgEDb5hykfaTwLuskFGD,0.842,0.734,1,-5.065,0,0.0588,0.0,0.106,0.952,137.958,181027,4,Happy
606,Shawn Mendes,Summer Of Love,Summer of Love (Shawn Mendes & Tainy),0z8hI3OPS8ADPWtoCjjLl6,0.776,0.808,11,-4.501,1,0.117,0.000127,0.103,0.494,123.988,184104,4,Happy
607,Pharrell Williams,G I R L,"Happy - From ""Despicable Me 2""",60nZcImufyMA1MKQY3dcCH,0.647,0.822,5,-4.662,0,0.183,0.0,0.0908,0.962,160.019,232720,4,Happy
608,Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),6Dy1jexKYriXAVG6evyUTJ,0.787,0.833,8,-4.403,1,0.0478,0.00747,0.0374,0.796,123.97,162604,4,Happy
609,Mac Miller,"I Love Life, Thank You",Love Lost,0N9C80kcgL0xXGduKnYKWi,0.735,0.812,2,-4.417,1,0.151,0.0,0.186,0.584,109.835,162876,4,Happy
610,Jason Derulo,Acapulco,Acapulco,3eJH2nAjvNXdmPfBkALiPZ,0.774,0.792,10,-4.021,1,0.0523,0.0,0.155,0.507,122.062,139672,4,Happy
611,Majestic,Rasputin,Rasputin,0b18g3G5spr4ZCkz7Y6Q0Q,0.758,0.913,6,-2.926,0,0.113,6.92e-05,0.193,0.658,128.04,186210,4,Happy
612,Shawn Mendes,Señorita,Señorita,0TK2YIli7K1leLovkQiNik,0.759,0.54,9,-6.039,0,0.0287,0.0,0.0945,0.75,116.947,190960,4,Happy
613,Becky Hill,Remember,Remember,4laAKIq9ZxBCwf99rauPYb,0.612,0.862,8,-2.903,1,0.037,0.0,0.0907,0.354,123.849,160766,4,Happy
614,Joel Corry,Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,0.734,0.874,8,-3.158,1,0.0662,1.14e-05,0.0489,0.905,122.953,166028,4,Happy
615,P!nk,Never Gonna Not Dance Again,Never Gonna Not Dance Again,6sZo5nJIsFWXefRCCexpx0,0.668,0.802,5,-4.005,0,0.0917,0.0,0.163,0.769,113.796,225789,4,Happy
616,Dua Lipa,Don't Start Now,Don't Start Now,6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,11,-4.521,0,0.0842,0.0,0.0952,0.677,123.941,183290,4,Happy
617,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),5K6Ssv4Z3zRvxt0P6EKUAP,0.595,0.784,1,-4.878,1,0.102,0.0,0.0608,0.479,124.111,183726,4,Happy
618,American Authors,"Oh, What A Life",Best Day Of My Life,5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,2,-2.392,1,0.0346,0.000262,0.0558,0.538,100.012,194240,4,Happy
619,Ed Sheeran,÷ (Deluxe),Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT,0.461,0.834,2,-4.868,1,0.0989,1.14e-05,0.14,0.471,135.007,261154,4,Happy
620,George Ezra,Wanted on Voyage (Expanded Edition),Budapest,2ixsaeFioXJmMgkkbd4uj1,0.717,0.455,5,-8.303,1,0.0276,0.0,0.11,0.389,127.812,200733,4,Happy
621,Ava Max,Heaven & Hell,My Head & My Heart,1KixkQVDUHggZMU9dUobgm,0.614,0.934,9,-3.709,0,0.07,0.0,0.121,0.436,116.001,174760,4,Happy
622,Megan Thee Stallion,Sweetest Pie,Sweetest Pie,7mFj0LlWtEJaEigguaWqYh,0.814,0.628,7,-7.178,1,0.221,0.0,0.101,0.677,123.977,201334,4,Happy
623,Jason Derulo,Take You Dancing,Take You Dancing,59qrUpoplZxbIZxk6X0Bm3,0.789,0.711,2,-4.248,1,0.041,0.0,0.0876,0.753,112.985,190306,4,Happy
624,Taylor Swift,Lover,You Need To Calm Down,6RRNNciQGZEXnqk8SQ9yv5,0.771,0.671,2,-5.617,1,0.0553,0.0,0.0637,0.714,85.026,171360,4,Happy
625,Becky G,Shower,Shower,3DmW6y7wTEYHJZlLo1r6XJ,0.699,0.529,2,-7.548,1,0.0487,3.59e-05,0.285,0.121,119.987,206167,4,Happy
626,Calvin Harris,Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),7fYRg3CEbk6rNCuzNzMT06,0.824,0.697,11,-4.869,0,0.0473,4.11e-05,0.077,0.757,99.988,214460,4,Happy
627,Kygo,Woke Up in Love,Woke Up in Love,21H0pUV2uPIPcFnFhgTBjo,0.643,0.585,2,-5.994,1,0.0369,0.0,0.0927,0.188,106.015,216873,4,Happy
628,Ed Sheeran,I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,0.798,0.675,6,-5.041,1,0.0442,0.0,0.0894,0.842,101.956,219947,4,Happy
629,Taylor Swift,Lover,ME! (feat. Brendon Urie of Panic! At The Disco),2Rk4JlNc2TPmZe2af99d45,0.61,0.83,0,-4.105,1,0.0571,0.0,0.118,0.728,182.162,193000,4,Happy
630,Tai Verdes,TV,A-O-K,1sx0XsWUusUoPstbvokZjP,0.731,0.626,11,-6.919,1,0.0805,0.0,0.183,0.862,82.488,173640,4,Happy
631,Tones And I,Welcome To The Madhouse (Deluxe),Dance Monkey,2N8m6CYs74qQO4mjVcXO30,0.824,0.587,6,-6.401,0,0.0937,0.000105,0.149,0.514,98.029,209438,4,Happy
632,Walker Hayes,Country Stuff The Album,Fancy Like,58UKC45GPNTflCN6nwCUeF,0.647,0.765,1,-6.459,1,0.06,0.0,0.315,0.855,79.994,161853,4,Happy
633,Edison Lighthouse,Love Grows (Where My Rosemary Goes) & Other Gems,Love Grows (Where My Rosemary Goes),5Ts1DYOuouQLgzTaisxWYh,0.568,0.824,9,-4.613,1,0.0299,0.0,0.0855,0.753,108.625,174760,4,Happy
634,Ritt Momney,Put Your Records On,Put Your Records On,6AGOKlMZWLCaEJGnaROtF9,0.399,0.491,6,-10.778,0,0.0538,0.00089,0.11,0.151,91.066,210463,4,Happy
635,Kygo,Dancing Feet (feat. DNCE),Dancing Feet (feat. DNCE),4RAR8g8fZNB106ezUurnE0,0.75,0.797,0,-4.826,1,0.118,0.0,0.392,0.523,105.949,215203,4,Happy
636,Jonas Blue,Don’t Wake Me Up,Don’t Wake Me Up,3LEgGAl9zLcQWGTp7ptqtQ,0.621,0.747,11,-5.084,1,0.0337,0.000194,0.147,0.426,124.015,188894,4,Happy
637,Dominic Fike,"Don't Forget About Me, Demos",3 Nights,1tNJrcVe6gwLEiZCtprs1u,0.815,0.518,7,-6.594,0,0.0897,0.0,0.104,0.877,151.891,177667,4,Happy
638,Ed Sheeran,=,2step,2SUxn2O9NHL6GHGQFgwCY0,0.763,0.661,4,-5.592,0,0.056,0.0,0.117,0.632,95.002,153627,4,Happy
639,Camilo,KESI (Remix),KESI - Remix,0IqCoZ168iRc9LqfrYgpZy,0.871,0.815,4,-4.439,1,0.0477,6.18e-06,0.094,0.823,122.959,176575,4,Happy
640,OneRepublic,Run,Run,2UbVnbE5FH6008mAm6Mmgw,0.682,0.72,11,-8.173,0,0.0381,0.0,0.148,0.673,117.003,169011,4,Happy
641,George Ezra,Gold Rush Kid,Green Green Grass,4N5s8lPTsjI9EGP7K4SXzB,0.685,0.738,8,-4.413,1,0.0595,0.0,0.128,0.8,112.972,167614,4,Happy
642,Kygo,Higher Love,Higher Love,6oJ6le65B3SEqPwMRNXWjY,0.693,0.678,8,-7.159,1,0.0324,5.71e-06,0.101,0.404,103.952,228267,4,Happy
643,Justin Bieber,Anyone,Anyone,31qCy5ZaophVA81wtlwLc4,0.686,0.538,2,-8.026,1,0.0345,3.13e-06,0.113,0.584,115.884,190779,4,Happy
644,Coldplay,Higher Power,Higher Power,0939D7aT18uBDS2MTjWzct,0.507,0.828,10,-6.023,1,0.0449,2.44e-05,0.261,0.489,178.032,211295,4,Happy
645,Khalid,Satellite,Satellite,1G9hDB1bmxz131N9svQ8pY,0.741,0.73,7,-7.07,1,0.0349,0.000264,0.0851,0.725,124.001,186515,4,Happy
646,Kane Brown,Be Like That (feat. Swae Lee & Khalid),Be Like That - feat. Swae Lee & Khalid,5f1joOtoMeyppIcJGZQvqJ,0.727,0.626,7,-8.415,1,0.0726,2.58e-05,0.126,0.322,86.97,191406,4,Happy
647,Nathan Evans,Wellerman (Sea Shanty / 220 KID x Billen Ted Remix),Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,3iw6V4LH7yPj1ESORX9RIN,0.722,0.893,0,-3.255,0,0.0475,0.000937,0.0673,0.439,119.932,116750,4,Happy
648,Ed Sheeran,Beautiful People (feat. Khalid),Beautiful People (feat. Khalid),4evmHXcjt3bTUHD1cvny97,0.64,0.648,5,-8.113,0,0.187,0.0,0.0802,0.548,92.977,197867,4,Happy
649,Social House,Magic In The Hamptons (feat. Lil Yachty),Magic In The Hamptons (feat. Lil Yachty),2Yer0p7uB2lVBUAtANuuQp,0.769,0.479,1,-5.339,1,0.0385,0.0,0.0914,0.803,96.051,164640,4,Happy
650,Hot Shade,Dive,Dive,2aXC0fD6qziwlOZZqhCqTd,0.654,0.787,4,-4.999,1,0.0502,0.0,0.144,0.409,123.979,164490,4,Happy
651,The Chainsmokers,World War Joy,Call You Mine,2oejEp50ZzPuQTQ6v54Evp,0.585,0.696,4,-5.6,0,0.0307,0.0,0.344,0.522,104.01,217640,4,Happy
652,Jubël,Dancing In The Moonlight (feat. NEIMY),Dancing In The Moonlight (feat. NEIMY),4GSDkZt7GcmzBWmsMcpaVO,0.659,0.615,11,-5.865,0,0.0644,0.0,0.187,0.193,119.843,164010,4,Happy
653,P!nk,Cover Me In Sunshine,Cover Me In Sunshine,6Tio0ZoDeSQnI7EBAqWer2,0.476,0.594,5,-6.879,1,0.135,0.0,0.0785,0.314,159.702,141050,4,Happy
654,Peach Tree Rascals,Mariposa,Mariposa,4ja2gzrNh9VNigzoXfmbwD,0.676,0.525,9,-5.88,1,0.028,0.0,0.356,0.421,112.011,210000,4,Happy
655,Lady Gaga,Rain On Me (with Ariana Grande),Rain On Me (with Ariana Grande),24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,9,-3.764,1,0.0397,0.0,0.323,0.646,123.056,182200,4,Happy
656,Jawsh 685,Savage Love (Laxed - Siren Beat) [BTS Remix],Savage Love (Laxed – Siren Beat) [BTS Remix],4TgxFMOn5yoESW6zCidCXL,0.758,0.598,0,-5.695,0,0.0868,0.0,0.295,0.658,149.836,184905,4,Happy
657,Joel Corry,What Would You Do?,What Would You Do?,1D2ZNECRd7KIlA4pyOUGsv,0.687,0.895,9,-2.983,1,0.0474,0.00592,0.121,0.686,124.041,174215,4,Happy
658,Master KG,Jerusalema,Jerusalema (feat. Nomcebo Zikode),2MlOUXmcofMackX3bxfSwi,0.88,0.483,1,-7.012,1,0.0505,8.68e-06,0.0607,0.827,124.009,342613,4,Happy
659,Justin Bieber,Holy,Holy (feat. Chance The Rapper),5u1n1kITHCxxp8twBcZxWy,0.673,0.704,6,-8.056,1,0.36,0.0,0.0898,0.372,86.919,212093,4,Happy
660,Yung Gravy,C'est La Vie,C'est La Vie (with bbno$ & Rich Brian),0cgy8EueqwMuYzOZrW5vPB,0.888,0.778,9,-3.671,1,0.0945,0.0,0.0653,0.774,142.128,160162,4,Happy
661,Whitney Houston,How Will I Know,How Will I Know,79wbJeLkXOlJh4AzaWCWfL,0.761,0.739,6,-3.591,1,0.0369,3.35e-06,0.23,0.656,118.997,213436,4,Happy
662,The Chainsmokers,Sick Boy,This Feeling,4NBTZtAt1F13VvlSKe6KTl,0.575,0.571,1,-7.906,1,0.0439,0.0,0.0912,0.449,105.049,197947,4,Happy
663,Regard,Hallucination,Hallucination,7y3c1oJMY1CwwtOZ84Qovu,0.687,0.788,6,-5.142,0,0.0352,0.0,0.358,0.669,123.02,174795,4,Happy
664,Tesher,Jalebi Baby (Tesher x Jason Derulo),Jalebi Baby (Tesher x Jason Derulo),6FvSS3Goz7OC8oCC2eWqe8,0.691,0.829,0,-7.179,1,0.0412,0.0,0.254,0.866,93.059,169154,4,Happy
665,Sam Feldt,Follow Me,Follow Me,2Xy1UIVfOlukyye6Fd0wrI,0.673,0.729,6,-4.879,1,0.0496,0.0,0.1,0.675,122.023,169672,4,Happy
666,Galantis,Damn (You’ve Got Me Saying),Damn (You’ve Got Me Saying),5RVjB86R02f47lCZSPFOzj,0.665,0.843,5,-3.347,0,0.0354,0.0,0.268,0.845,122.029,195268,4,Happy
667,SHAUN,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,1ZLrDPgR7mvuTco3rQK8Pk,0.737,0.747,10,-4.818,1,0.0323,0.0,0.219,0.447,105.943,192453,4,Happy
668,Bruno Mars,An Evening With Silk Sonic,Skate,7jvCeWOSnJs2N3spqobWnO,0.708,0.598,5,-8.365,1,0.0291,0.0,0.17,0.698,112.027,203123,4,Happy
669,Ava Max,Heaven & Hell,So Am I,2Xnv3GntqbBH1juvUYSpHG,0.681,0.657,6,-4.671,1,0.0432,0.0,0.353,0.628,130.089,183027,4,Happy
670,Trolls,TROLLS (Original Motion Picture Soundtrack),"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",1WkMMavIMc4JZ8cfMmxHkI,0.669,0.832,0,-5.721,1,0.0682,0.0,0.0968,0.7,113.035,237547,4,Happy
671,Taylor Swift,Lover,I Forgot That You Existed,43rA71bccXFGD4C8GOpIlN,0.664,0.316,5,-10.345,1,0.519,2.03e-06,0.0812,0.541,92.875,170640,4,Happy
672,Nicky Youre,Eyes On You,Eyes On You,6qItx3M2IZbXBKRnptbnHM,0.729,0.786,10,-4.357,1,0.0389,0.0,0.265,0.729,131.906,177372,4,Happy
673,Sigala,You for Me,You for Me,73QyyUMMvtNELmULI4FOsp,0.733,0.886,2,-1.856,0,0.0426,1.81e-06,0.191,0.696,126.031,175435,4,Happy
674,Clean Bandit,Tick Tock (feat. 24kGoldn),Tick Tock (feat. 24kGoldn),27u7t9d7ZQoyjsCROHuZJ3,0.779,0.705,0,-3.895,1,0.0344,7.91e-06,0.124,0.946,101.022,178374,4,Happy
675,Alan Silvestri,Forrest Gump - Original Motion Picture Score,I'm Forrest... Forrest Gump,1ijrMIqQvZNsnoqGukPzFD,0.402,0.046,5,-22.779,1,0.033,0.513,0.0771,0.0967,104.425,159667,4,Happy
676,John Williams,Jurassic Park,Theme From Jurassic Park,2TZbQZXOuR8osP2AK8yYMN,0.144,0.132,10,-19.115,1,0.0333,0.779,0.115,0.0627,102.283,207427,3,Happy
677,Various Artists,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),Concerning Hobbits,644es5aYPJghtZLjM1rmSP,0.488,0.0629,2,-21.524,1,0.0342,0.406,0.133,0.175,104.311,175040,4,Happy
678,Lisa Gerrard,Gladiator - Music From The Motion Picture,"Now We Are Free - From ""Gladiator"" Soundtrack",1raWfcURBd1Q3W3K0ojDCM,0.286,0.217,9,-18.805,1,0.0336,0.099,0.104,0.0389,138.225,254307,4,Happy
679,John Barry,Dances With Wolves - Original Motion Picture Soundtrack,The John Dunbar Theme (film version),4NzyM0AAmN2ucaBlTXbQQT,0.0971,0.0616,3,-28.12,1,0.0439,0.937,0.112,0.0379,88.948,141800,3,Happy
680,Ryuichi Sakamoto,1996,Merry Christmas Mr. Lawrence,5VuwAhMCz9EMg3RHL1KUEr,0.493,0.175,10,-18.049,0,0.036,0.777,0.112,0.278,106.903,286467,4,Happy
681,Royal Philharmonic Orchestra,Greatest Film Classics,"Glasgow Love Theme - From ""Love Actually""",2LhA68Vm5k6lh0QenNFrDV,0.199,0.0974,9,-18.566,1,0.0373,0.838,0.0947,0.0372,135.663,129827,4,Happy
682,Joe Hisaishi,Dream Songs: The Essential Joe Hisaishi,My Neighbour TOTORO,7iqFh7Vftu6YfwZCSekgtU,0.177,0.295,0,-14.321,1,0.0378,0.752,0.0836,0.108,79.675,247173,4,Happy
683,Jean-Yves Thibaudet,Pride and Prejudice OST,"Liz On Top Of The World - From ""Pride & Prejudice"" Soundtrack",6QuCKdMsTW8ppnUiFmxJLF,0.217,0.117,3,-21.398,1,0.0374,0.911,0.0573,0.0388,46.755,82773,3,Happy
684,Ennio Morricone,The Mission: Music From The Motion Picture,Gabriel's Oboe,6opPrJUpq4Pl5c84eCwLmo,0.233,0.195,2,-17.202,1,0.0461,0.914,0.0793,0.0675,61.211,134133,4,Happy
685,Craig Armstrong,Far from the Madding Crowd (Original Motion Picture Soundtrack),Hollow in the Ferns,7ChcR1Vdev6qnpcELoU5tI,0.218,0.141,2,-17.303,0,0.0449,0.855,0.118,0.049,84.735,218920,4,Happy
686,Sonya Belousova,Toss A Coin To Your Witcher (Solo Piano Version),Toss A Coin To Your Witcher - Solo Piano Version,2ITcTvOeKgwLGjmmZrpdCW,0.345,0.198,8,-15.435,1,0.0524,0.886,0.0954,0.191,202.063,199355,4,Happy
687,John Williams,John Williams: A Life In Music,"The Flight To Neverland - From ""Hook""",5lRilqjJwiywcHntGRWbpx,0.143,0.369,0,-14.263,1,0.0425,0.9,0.0696,0.396,75.465,296173,4,Happy
688,Lang Lang,The Disney Book,"Beauty and the Beast - From ""Beauty and the Beast""",4D8lQriIxEzw7JKboShO2X,0.174,0.0824,5,-19.961,1,0.0328,0.948,0.0784,0.0624,71.283,249343,4,Happy
689,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),The Theory of Everything,5fJD7wh9yoSTpl9d5rgl7l,0.421,0.118,2,-17.703,1,0.0408,0.938,0.115,0.175,104.03,68692,4,Happy
